cid,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,prob,intensity,lat,lng
139713-3565,0,2,1,1,1,1,0,0,1,0,1,0,0.01798127969496559,8,-23.560260672492504,-46.67207538620036
66623-114777,0,0,2,1,1,2,0,0,0,0,1,1,0.01558194287838124,8,-23.576184950263247,-46.72105233106802
113261-10,0,0,1,1,0,2,0,0,0,0,1,0,0.010335111986499878,5,-23.586120532393714,-46.68901622354737
3096-114707,0,0,1,0,1,2,0,0,0,0,1,1,0.012952570331864621,6,-23.667073622489582,-46.67776143885848
29566-137199,0,0,0,0,1,0,0,1,1,0,1,1,0.012146987038595845,5,-23.69141115477376,-46.69817807372627
95218-72873,0,0,3,0,2,0,0,1,1,0,1,1,0.014748865274762006,9,-23.544356168365546,-46.41139170722626
1409-6237,0,0,2,2,0,0,1,1,0,0,1,1,0.014253051211441858,8,-23.522224057127744,-46.5587835747877
85327-85307,0,0,0,0,1,0,1,0,0,0,1,3,0.009781559871443763,6,-23.503459649999996,-46.45245105
6530-6531,0,1,1,1,1,0,1,1,0,0,1,2,0.01957594969529286,9,-23.55470810792733,-46.656594704125055
88440-88443,0,0,2,1,0,2,0,0,0,0,1,1,0.01283251184333423,7,-23.461496641575682,-46.71275737187378
4318-39602,0,0,1,0,1,1,0,0,0,0,1,2,0.012952570331864621,6,-23.66588002504271,-46.71404256906707
134770-134771,0,1,0,0,2,0,1,0,0,0,1,0,0.009857627463413388,5,-23.360861916674125,-46.55081749997102
5618-5624,0,0,0,0,1,0,0,0,2,0,1,1,0.010157315446233484,5,-23.549401786817857,-46.6437109761376
109023-102503,0,1,0,1,0,0,0,0,0,0,2,1,0.010287455181892384,5,-23.826647311062892,-46.71711832137472
113548-4549,0,0,0,1,2,2,0,0,0,0,1,1,0.012980064642215081,7,-23.572746977352914,-46.71051519521223
17977-124779,0,1,0,0,1,0,1,0,0,0,2,2,0.012355027320247748,7,-23.588441765659397,-46.64814516650918
126795-126796,0,0,1,0,0,0,0,1,1,0,1,1,0.011999434239714977,5,-23.536545649999997,-46.635580399999995
26727-6803,0,0,0,0,1,0,2,0,2,0,1,0,0.009607429239224108,6,-23.522876532602886,-46.68907702051834
124712-5681,0,0,1,0,1,2,0,0,0,0,1,0,0.01045517047503027,5,-23.53514136026063,-46.64211289827506
5570-5571,0,0,1,1,1,0,1,0,0,0,1,1,0.015012810654126539,6,-23.54475913574823,-46.645048578425104
97658-97656,0,0,0,0,0,0,1,2,2,0,1,0,0.008847669796539441,6,-23.5191761,-46.386990100000006
66769-66779,0,1,0,0,1,1,1,0,0,0,2,0,0.012374273337493098,6,-23.611540772809295,-46.46586502665575
73772-98063,0,1,1,0,2,0,1,0,0,0,1,0,0.01245950569957955,6,-23.49424909862436,-46.40037679761174
64711-63469,0,0,0,4,2,1,0,0,0,0,1,0,0.010482664785380715,8,-23.574765314227015,-46.77986717458306
86772-128782,0,0,0,0,1,1,1,1,0,0,1,1,0.014287877337885786,6,-23.613777415482126,-46.71970615649781
4313-29126,0,2,1,1,3,0,0,1,0,0,1,0,0.015131036188633555,9,-23.666525393200246,-46.712429486066085
4214-4215,0,1,1,0,0,1,0,1,0,0,1,1,0.014766278337983949,6,-23.64774776847947,-46.639876191639026
25416-7805,1,0,1,0,2,1,3,1,1,0,1,1,0.021675598529057146,12,-23.566896892304058,-46.68589643038216
36126-36125,0,1,0,0,0,1,1,0,1,0,2,1,0.014445511383895175,7,-23.611336943712644,-46.58240943664101
118968-104969,0,0,2,0,1,0,0,0,1,0,1,0,0.010261793825565272,5,-23.67857630788113,-46.777027030626435
123033-72518,0,1,0,2,0,0,0,0,1,0,1,0,0.010113324549672722,5,-23.5137103650718,-46.39587950376963
49446-56031,0,1,1,0,0,0,0,0,0,0,2,2,0.010259960871541907,6,-23.681210092875933,-46.63410169859619
99076-91364,0,6,1,0,1,0,2,2,1,0,1,2,0.019269846373390992,16,-23.571111542062674,-46.69210557471607
21844-141404,0,0,1,2,1,0,0,0,0,0,1,2,0.013065297004301542,7,-23.53719198360941,-46.63305516336225
80435-80537,0,0,1,0,0,2,1,0,0,0,1,1,0.012150652946642564,6,-23.639953042385795,-46.76158343530704
5568-23265,0,1,1,0,0,1,0,0,1,0,1,0,0.01260247611340198,5,-23.543324850111425,-46.64656088508036
6810-10592,0,1,0,1,1,1,1,0,0,0,1,1,0.017501045740844046,7,-23.51975874994994,-46.700961079547895
44560-44570,0,0,2,1,0,0,0,0,2,0,3,1,0.012639135193869243,9,-23.405032148393186,-46.736122288413746
12298-44478,0,0,2,1,0,0,0,1,0,0,1,0,0.00980813770478251,5,-23.611800699999996,-46.7249235
104490-104491,0,0,1,1,2,0,0,0,0,0,1,0,0.010567897147467179,5,-23.679337930855134,-46.786990841392424
15213-15265,0,0,0,1,1,0,2,1,2,0,1,0,0.014226473378103087,8,-23.65541270833063,-46.71627416854889
118716-118728,0,0,0,1,1,3,0,0,0,0,1,1,0.012980064642215083,7,-23.671753016676664,-46.741527166655494
78914-72326,0,0,2,0,0,0,1,0,1,0,1,2,0.011957276297177596,7,-23.53505842599714,-46.454767489131086
82892-75647,0,0,2,1,0,0,1,0,1,0,1,0,0.01208924898685988,6,-23.522752414453834,-46.70110113660925
24031-116833,0,0,1,1,0,1,0,0,1,0,1,0,0.012658381211114575,5,-23.531937984931744,-46.61986115698822
3599-3600,0,1,0,0,1,1,0,0,0,0,1,1,0.012924159544502488,5,-23.600083025844086,-46.709579016187064
80077-4085,0,1,1,1,1,0,0,1,0,0,2,0,0.01513103618863356,7,-23.63195279164914,-46.77664236195015
89517-91276,1,0,0,0,0,1,0,0,2,0,1,1,0.012387104015656623,6,-23.45164402962975,-46.737459421362374
3561-128847,0,1,3,0,2,2,0,0,0,0,1,2,0.015526037780668625,11,-23.563779310082076,-46.67839295124391
3561-13743,0,5,0,2,2,2,0,0,1,0,1,1,0.017876801315633798,14,-23.56417711486118,-46.67775009699516
7560-99218,0,2,0,0,1,1,0,0,0,0,1,0,0.010426759687668135,5,-23.522112513471626,-46.658988845890946
37059-30471,0,0,0,2,1,1,0,1,0,0,1,0,0.012472336377743084,6,-23.73510105723761,-46.695823475812354
5925-8228,0,0,0,1,0,2,0,0,2,0,1,2,0.012553902831782806,8,-23.54140330393697,-46.575344733390224
95099-95131,0,2,0,0,2,1,0,1,0,0,1,2,0.014913831136864798,9,-23.567581050106874,-46.41714150876443
23178-18535,0,1,2,4,3,1,1,1,2,0,1,0,0.021918464937152916,16,-23.55121263797124,-46.640073373940304
18661-18663,0,2,1,0,0,1,0,0,0,0,1,0,0.010279206888787244,5,-23.519849160403037,-46.578590641311365
657-652,0,1,1,1,0,1,0,0,1,0,1,1,0.01772924851675294,7,-23.6276437,-46.71184890000001
61283-61284,0,0,1,0,1,2,0,0,0,0,1,0,0.010455170475030268,5,-23.61478650002092,-46.59601982499472
8803-113641,0,0,0,3,0,0,0,1,1,0,1,0,0.009529528693231096,6,-23.597451595586115,-46.636695408736685
72222-70536,0,0,1,0,1,0,0,1,1,0,1,1,0.014748865274762003,6,-23.515933078175934,-46.46716040597392
7483-25237,1,2,1,0,1,0,0,0,0,0,1,1,0.015471965636979364,7,-23.56464844922756,-46.6937390310015
60431-60538,0,1,0,0,1,0,1,0,1,0,1,1,0.014678296544862487,6,-23.503514343716407,-46.68820103681629
99399-10764,0,0,1,1,0,2,1,0,0,0,1,0,0.012282625636324844,6,-23.608119775004123,-46.478157274999376
32302-32303,0,1,1,0,3,2,2,1,0,0,1,1,0.01946322302285597,12,-23.54931463333682,-46.64227793337148
4598-63998,0,0,0,0,1,2,0,0,0,0,1,1,0.010350692095698475,5,-23.584218712391387,-46.738455475119764
66095-66096,0,0,0,0,1,0,1,1,1,0,1,1,0.014094500688420789,6,-23.580967188646774,-46.773266235115074
61397-61375,0,0,1,0,0,1,1,1,0,0,1,1,0.01414032453900494,6,-23.609734939564014,-46.59655227787505
7510-116994,0,1,1,0,1,1,0,0,0,0,1,0,0.013028637923834269,5,-23.52059303347166,-46.74885769994786
25774-25775,0,0,0,3,0,0,4,0,1,0,1,1,0.011984770607528077,10,-23.55467865,-46.672683199999994
15879-112080,0,0,0,1,0,2,0,0,1,0,1,0,0.010056502974948426,5,-23.483207484229403,-46.64257546975209
38588-38701,1,1,1,1,1,0,0,2,0,0,1,1,0.02009100977585831,9,-23.735033314163594,-46.66381462728327
54675-54445,0,1,0,0,0,2,0,0,1,0,1,0,0.010000597877235817,5,-23.614804149999998,-46.49942265
5328-5327,0,3,0,0,2,1,0,1,0,0,1,0,0.012416431280030461,8,-23.547309633124236,-46.64974880982162
5418-5437,0,0,0,2,1,1,0,0,0,0,1,0,0.010482664785380713,5,-23.55262252924765,-46.63473041447965
140210-18569,0,0,1,2,0,0,1,0,0,0,1,1,0.012263379619079504,6,-23.551837065232128,-46.74103374908853
72308-76935,1,0,0,2,0,1,0,0,1,0,1,0,0.012519076705338875,6,-23.5312099750056,-46.45305669997403
19282-113072,0,1,0,0,1,0,1,1,0,0,1,0,0.011847299055775733,5,-23.61702223597687,-46.63887662969953
62219-596,0,0,1,2,0,0,0,0,0,0,1,1,0.010315865969254528,5,-23.61861341767071,-46.69837288383259
129738-129736,0,0,0,0,1,2,0,1,0,0,1,0,0.009842963831226462,5,-23.6447969250202,-46.72055330000205
118968-118967,1,1,0,2,0,2,2,0,0,0,1,0,0.01471678857935309,9,-23.679422805647864,-46.776677167753675
58395-28015,0,0,1,0,0,1,1,0,1,0,0,2,0.011886707567278075,6,-23.462047289022586,-46.60294656185165
87096-116396,0,2,1,0,0,0,0,1,0,0,0,2,0.009662417859925028,6,-23.549596425005866,-46.653172424992874
113424-16421,0,1,1,0,0,0,0,1,1,0,1,0,0.012075501831684625,5,-23.577563818594644,-46.575933755498596
6462-6463,0,1,1,1,1,0,0,1,1,0,0,0,0.014867090809269033,6,-23.553246096911096,-46.64580475870484
60322-57930,0,1,0,0,1,0,1,0,0,0,0,2,0.009767812716268512,5,-23.48116109100857,-46.604436521863015
8052-8053,0,1,2,1,2,0,0,0,0,0,0,1,0.013051549849126322,7,-23.550627043019777,-46.49728935731735
117362-13903,0,2,0,0,2,1,0,0,0,0,0,1,0.010336944940523249,6,-23.573688018482606,-46.64909602519536
72419-72457,0,1,0,0,0,0,0,0,2,0,0,3,0.0073941372560112515,6,-23.51124859825779,-46.40077850758634
59562-59581,0,0,1,0,0,0,0,1,1,0,0,6,0.009412219635735738,9,-23.70322857425073,-46.62499456741228
10212-134502,0,1,1,0,0,0,1,1,0,0,0,1,0.011609931509749996,5,-23.583013462095757,-46.699817709962986
61959-3295,0,0,6,2,3,0,0,1,1,0,0,1,0.014791023217299398,14,-23.614354949999992,-46.60108015
7826-70400,0,1,0,1,1,0,1,0,0,0,0,1,0.012397185262785111,5,-23.492233020623658,-46.617847133624956
4605-86919,0,0,2,0,1,1,0,0,0,0,0,2,0.010365355727885401,6,-23.587015180219385,-46.72381672896917
116837-6586,0,4,0,1,0,1,2,0,0,0,1,1,0.014751614705797028,10,-23.55408408784423,-46.67173043751607
136827-136828,0,0,1,0,1,1,0,0,0,0,0,2,0.0103653557278854,5,-23.5342362250096,-46.46717799994767
30473-68763,0,0,0,1,1,0,1,2,1,0,1,0,0.014226473378103085,7,-23.464655417244586,-46.583568630134046
99825-74000,0,0,1,1,0,2,0,0,1,0,0,1,0.012568566463969717,6,-23.44134483674617,-46.58917083698579
30049-30047,0,0,0,1,0,1,0,0,2,0,1,0,0.010056502974948426,5,-23.714602819222932,-46.69879872094348
74842-74821,0,1,1,1,0,0,0,1,1,0,0,2,0.014615059631056353,7,-23.501634157611115,-46.39788266679823
9833-134225,0,0,1,0,1,1,0,0,0,0,1,1,0.01295257033186462,5,-23.67942495627711,-46.68451835009952
5482-113452,0,2,0,2,1,0,0,0,0,0,0,1,0.010449671612960157,6,-23.548386547290555,-46.64317524778737
21968-1890,0,1,0,2,1,0,0,0,2,0,1,1,0.01536015544155412,8,-23.553353007052,-46.62588397111004
97560-97559,0,1,1,0,0,2,0,0,0,0,0,1,0.01018939214164237,5,-23.51602710000464,-46.383436274992555
16118-161,0,1,0,3,0,2,0,0,0,0,0,1,0.010216886451992865,7,-23.592866115156802,-46.65043370010534
6859-7539,0,1,1,0,0,1,0,0,1,0,0,1,0.012512661366257134,5,-23.521770592455212,-46.665185134718485
6811-10592,0,1,0,2,1,3,0,3,0,0,0,2,0.014955989079402224,12,-23.51973514214687,-46.701289206813996
107106-107107,0,1,1,1,1,2,0,1,0,0,0,0,0.01506046745873398,7,-23.701521025001032,-46.78463860000302
38572-38569,0,1,2,1,0,2,0,1,0,0,0,1,0.01480843628052136,8,-23.73474315854901,-46.668592139691256
125941-6468,0,1,0,0,2,0,0,1,0,0,0,2,0.009809970658805914,6,-23.551483090375598,-46.64806730342649
2588-2589,0,1,0,0,1,0,0,1,1,0,0,1,0.012133239883420615,5,-23.496477499999997,-46.5288344
1907-1908,0,0,1,0,0,0,2,0,0,0,1,2,0.009634007072562885,6,-23.54830820002112,-46.628592220104295
838-839,0,0,1,0,1,2,2,1,0,0,0,1,0.014302540970072733,8,-23.660452449999994,-46.71297725
64907-92920,0,0,0,2,2,3,0,1,1,0,0,2,0.014705790855212925,11,-23.596147707731852,-46.43608715316019
5047-5037,0,0,2,1,0,0,2,0,0,0,0,2,0.009676165015100264,7,-23.63183813835154,-46.738751280813176
78548-78032,0,0,0,1,1,1,1,1,1,0,0,1,0.01665330450503792,7,-23.554031425001615,-46.46386549999471
7872-124611,0,2,0,1,0,1,1,0,0,0,1,2,0.014751614705797032,8,-23.568578373746927,-46.641592502884734
10982-10689,0,1,0,0,0,1,3,2,1,0,0,2,0.013847968372278273,10,-23.62036704185307,-46.478377460601166
15149-15150,0,0,1,0,2,0,0,0,1,0,0,1,0.010171979078420388,5,-23.64838581786538,-46.72245991558307
58756-58828,0,1,1,0,0,1,0,0,2,0,0,1,0.012512661366257128,6,-23.693950738328216,-46.64802329652825
119382-36104,0,0,0,1,0,3,1,2,0,0,0,2,0.01158060424537616,9,-23.694635006744946,-46.781787396013634
3873-3858,0,1,2,1,1,1,1,0,1,0,0,2,0.01983897859764572,10,-23.672357892588288,-46.787203027680434
112467-15801,0,0,0,0,2,0,1,1,0,0,0,2,0.009184016859826864,6,-23.491677171642323,-46.65599753100827
115606-13015,0,1,2,1,1,0,0,1,0,0,0,1,0.015041221441488685,7,-23.63047894440453,-46.706979532438424
88997-127142,0,0,2,2,0,0,3,0,3,0,0,1,0.01199943423971501,11,-23.44870827751858,-46.710595771628675
7442-125708,0,9,0,1,0,1,1,2,0,0,0,1,0.01415407169418019,15,-23.560148810733054,-46.6962078214528
42063-44358,0,2,1,1,0,1,0,1,0,0,0,0,0.01231103642368697,6,-23.50180138379767,-46.69881276210674
46194-86078,0,0,0,1,0,1,1,0,1,0,0,2,0.011914201877628549,6,-23.491435433885403,-46.45350335360686
97924-97922,0,1,1,0,0,2,0,1,0,0,0,1,0.012179063734004724,6,-23.48537953489805,-46.39470391484427
3444-3459,1,2,0,1,1,1,0,1,0,0,0,1,0.017418562809792683,8,-23.64853170994985,-46.74952034441648
115007-7889,1,5,1,0,3,0,0,0,0,0,0,1,0.012884751033000137,11,-23.566603703004823,-46.692648798859004
41740-25155,0,1,1,0,0,1,0,0,0,0,0,3,0.010189392141642375,6,-23.568721527025588,-46.70029124859437
74621-74635,0,0,0,1,1,1,0,0,2,0,0,2,0.012716119262850586,7,-23.497604426989028,-46.39336286265211
115209-70242,0,0,1,2,1,0,0,0,0,0,0,1,0.010478082400322308,5,-23.662114085707024,-46.788400525452744
22486-22485,0,0,1,1,1,1,0,0,1,0,0,1,0.015317997499016711,6,-23.53168788588923,-46.62352586429886
85768-84475,0,0,0,0,1,1,0,1,1,0,0,1,0.012076418308696327,5,-23.475416317745655,-46.41126429971837
104501-118951,0,1,0,0,1,0,1,0,2,0,0,1,0.012091081940883252,6,-23.68327921379062,-46.791410804121995
84776-84775,0,1,0,1,2,0,0,1,2,0,0,1,0.014762612429937249,8,-23.491169970249274,-46.42078325154124
91555-91557,0,1,1,0,1,1,0,0,0,0,0,1,0.012938823176689396,5,-23.643667377141092,-46.445407607370555
8312-8313,0,1,1,1,1,0,2,0,0,0,0,1,0.014999063498951285,7,-23.651028645042338,-46.71941877983782
98950-17959,0,1,0,1,1,0,0,0,1,0,0,1,0.012772940837574904,5,-23.581580695374214,-46.63836517646363
5480-5481,0,1,0,0,1,0,0,1,1,0,0,1,0.012133239883420613,5,-23.547232687552583,-46.640020199936274
101046-101038,0,0,1,0,0,0,1,1,3,0,0,1,0.011359733285560718,7,-23.430509624228804,-46.58019247578132
88754-88746,0,3,0,0,1,1,1,1,0,0,0,1,0.014274130182710548,8,-23.451120618139043,-46.682972316510984
39409-39408,0,1,0,1,2,0,0,1,2,0,0,1,0.01476261242993725,8,-23.477151792341722,-46.676190102509395
20336-6793,0,0,0,2,0,1,1,0,1,0,0,1,0.011914201877628552,6,-23.529427631296407,-46.684421800067916
125752-20619,0,1,3,2,1,1,2,0,0,0,0,1,0.017515709373030996,11,-23.529311649999997,-46.5757154
72464-72465,0,0,1,0,0,0,2,2,0,0,0,2,0.009036464060945998,7,-23.503387602557527,-46.40485094679252
34375-34398,0,1,0,0,2,0,0,1,0,0,0,1,0.009809970658805905,5,-23.566204592130422,-46.544972667072095
75934-76257,0,0,2,2,0,1,0,0,1,0,0,1,0.012568566463969713,7,-23.535849115657676,-46.46781891076155
6710-6701,0,1,0,3,0,0,1,0,0,0,0,3,0.009647754227738116,8,-23.590815680850408,-46.63503047114271
124370-4030,0,0,1,1,2,0,0,0,0,0,0,2,0.01047808240032231,6,-23.64249838581089,-46.77977064728715
97829-97828,0,0,0,1,1,0,0,0,2,0,0,1,0.010199473388770875,5,-23.5288672135145,-46.396937822380195
68881-60283,0,0,0,0,1,0,1,2,0,0,0,1,0.009184016859826864,5,-23.47949993116567,-46.599018626861266
45984-131023,0,1,0,0,2,1,1,0,0,0,0,1,0.012284458590348208,6,-23.762537218752303,-46.67997532812265
50575-50577,1,1,1,0,0,0,1,0,0,0,0,1,0.012082833647778088,5,-23.666446785665503,-46.673601347087384
6862-6864,0,1,0,0,1,0,0,0,2,0,0,1,0.010143568291058268,5,-23.543691125005946,-46.653308880493164
72225-72227,0,0,0,1,0,1,1,5,0,0,0,1,0.011580604245376158,9,-23.515296299999996,-46.45980205
116994-116993,0,1,0,3,1,1,0,2,0,0,0,1,0.014955989079402226,9,-23.5204824001183,-46.7479014499861
81449-9353,0,1,1,0,0,0,0,0,1,0,0,2,0.009996015492177398,5,-23.52185508202202,-46.66836712868011
100571-73989,0,2,0,0,1,1,0,1,1,0,1,2,0.017237100361479574,9,-23.455456792328338,-46.589817601125844
101422-101423,0,2,1,1,0,0,0,0,2,0,0,2,0.012625388038694023,8,-23.54087895,-46.4203174
8990-6143,0,2,0,1,1,0,1,2,0,0,0,3,0.014386856855147463,10,-23.552992594789657,-46.627820144174635
88266-41041,0,0,1,0,1,2,0,0,1,0,0,1,0.012688624952500147,6,-23.455214452439034,-46.69820337486292
65753-65701,0,0,0,1,1,0,1,0,0,0,0,2,0.009823717813981126,5,-23.593595016069926,-46.78847899850596
3353-11671,0,0,1,2,0,1,0,0,1,0,0,1,0.012568566463969711,6,-23.643016699999997,-46.5864639
101212-100679,0,0,0,1,0,0,0,2,1,0,0,2,0.009439713946086212,6,-23.437778703986105,-46.57080406225107
5482-5581,0,6,2,1,2,1,1,0,3,0,0,2,0.01983897859764572,18,-23.54791322633976,-46.64208880223863
137763-71849,0,1,0,1,2,0,0,0,0,0,0,1,0.010449671612960159,5,-23.596015461308717,-46.45333393628092
7836-23405,0,0,0,2,1,1,0,0,0,0,0,1,0.010392850038235828,5,-23.535465219895187,-46.62701167812668
37649-37672,0,0,1,1,1,2,1,2,0,0,0,1,0.016931913516589365,9,-23.75169440873526,-46.690994343691884
5911-5923,0,2,0,0,1,1,3,2,1,0,0,1,0.016597399407325273,11,-23.54400144341745,-46.574656236487485
4933-4932,0,2,1,2,1,0,0,0,0,0,0,2,0.013051549849126312,8,-23.6149752717224,-46.71884321057402
19230-19239,0,0,0,1,2,0,0,0,2,0,0,1,0.010199473388770875,6,-23.597649518449984,-46.59737290831596
102896-102881,0,0,1,0,1,1,0,3,0,0,0,1,0.012355027320247732,7,-23.826471990015925,-46.722261403353215
30046-30047,0,0,1,1,1,2,0,0,1,0,0,1,0.01531799749901671,7,-23.71408226263727,-46.69861656879078
28259-28260,0,1,1,0,0,1,0,2,0,0,0,1,0.012179063734004724,6,-23.443784487205733,-46.72177686862376
69359-114553,1,0,1,0,1,1,0,0,0,0,0,1,0.012827929458275834,5,-23.538792239989423,-46.431182863045656
4278-4304,1,1,5,0,0,1,0,1,0,0,0,2,0.014641637464395162,11,-23.67735404727002,-46.75982128369813
21431-136551,0,1,0,1,2,1,0,0,0,0,0,1,0.012966317487039863,6,-23.702192699999998,-46.70130535
6533-6532,0,0,0,1,1,2,1,1,0,0,0,1,0.01433003528042317,7,-23.552840900010487,-46.65414427498826
32276-124635,0,1,1,0,2,0,0,0,0,0,0,1,0.010422177302609702,5,-23.839465778543683,-46.73617043181144
44788-44793,0,2,0,0,1,0,0,1,0,0,0,1,0.009809970658805909,5,-23.414411575010533,-46.75071912501503
68761-68759,0,1,0,1,1,1,0,0,0,0,0,2,0.012966317487039867,6,-23.468295598726964,-46.5907798895736
90779-133728,1,0,0,1,0,0,2,2,1,0,0,2,0.013849801326301613,9,-23.449718420646306,-46.79662211754958
35272-35284,0,0,1,0,1,0,1,1,0,0,0,1,0.011785895095992994,5,-23.595050400001888,-46.58927244999714
97858-69312,0,0,0,0,2,0,2,0,1,0,0,1,0.009517614492079232,6,-23.533580738673585,-46.39590071494483
69112-69113,0,0,1,1,0,1,0,0,2,0,0,1,0.012568566463969717,6,-23.622640984093387,-46.44803053948709
49034-43120,0,2,1,0,1,0,0,0,0,0,0,1,0.010422177302609699,5,-23.58515493811003,-46.51222094616095
67261-67066,0,0,2,2,0,1,1,1,0,0,0,1,0.014182482481542313,8,-23.52919910000002,-46.51224970000022
7602-7603,0,1,1,0,0,0,2,0,1,1,0,1,0.014540824993110123,7,-23.53892968741102,-46.649520375207715
38023-46069,0,1,1,1,1,0,0,0,0,0,0,1,0.013051549849126313,5,-23.75593844536349,-46.67079891458779
75808-103976,0,0,4,0,1,2,1,1,0,0,0,2,0.014302540970072728,11,-23.541839136398544,-46.46994554804354
100377-100382,0,1,1,1,0,1,0,0,0,0,0,2,0.012818764688158995,6,-23.6670312,-46.63263655
62951-62906,0,1,2,0,1,0,0,0,1,0,0,1,0.012745446527224433,6,-23.44188797771975,-46.73364038650536
3530-3529,0,0,0,1,1,0,1,0,1,0,0,1,0.012146987038595883,5,-23.623557524107213,-46.76332284516796
92744-92524,0,1,0,1,1,0,1,1,0,0,0,1,0.014386856855147463,6,-23.616689078828692,-46.422510149929494
46494-46495,0,0,1,1,1,0,1,0,0,0,0,1,0.0124255960501473,5,-23.764031166400144,-46.70297774247908
46979-46388,0,0,1,0,1,0,1,0,1,0,0,1,0.012119492728245395,5,-23.599462523414438,-46.51466737816296
21242-42024,0,0,0,1,0,2,1,0,0,0,0,2,0.009590932653013808,6,-23.538365835360224,-46.61904576263576
99867-99868,0,0,1,1,0,0,0,0,1,0,0,2,0.010051920589890002,5,-23.556639625002376,-46.66028560000548
10564-10567,0,1,1,1,0,1,0,0,0,0,0,1,0.012818764688158997,5,-23.519174899999996,-46.71189585
107354-116292,0,0,2,0,0,1,0,0,2,0,0,1,0.009939193917453097,6,-23.69935720222672,-46.78018558753448
5946-5947,0,1,1,0,1,0,1,0,0,0,0,1,0.01236969095243466,5,-23.559310487620333,-46.567123353936594
28340-28341,0,0,2,0,0,0,0,1,1,0,0,1,0.009412219635735738,5,-23.470280950664083,-46.64926282404774
21787-21788,0,2,2,2,0,0,0,0,0,0,0,1,0.010302118814079298,7,-23.553221699999998,-46.65219415
80728-80730,0,1,0,0,0,1,2,0,0,0,0,2,0.009535027555301195,6,-23.62228154841599,-46.760698776992065
20080-20067,0,0,1,1,1,0,1,1,1,0,0,1,0.016738536867124353,7,-23.62009615000428,-46.647677700011265
20261-20262,0,1,0,0,0,1,0,1,1,0,0,1,0.011900454722453314,5,-23.61253047500285,-46.637913849979334
30047-30049,0,0,2,1,0,0,0,0,1,0,0,1,0.010051920589890002,5,-23.714602819222932,-46.69879872094348
5304-5303,0,0,0,1,1,0,1,0,0,0,0,2,0.009823717813981126,5,-23.573470920338238,-46.64133632226054
4576-4578,0,1,1,1,3,1,0,0,1,0,0,1,0.017891464947820703,9,-23.571254023903006,-46.70849520921118
89016-127136,0,0,1,2,0,0,0,0,1,0,0,1,0.01005192058989,5,-23.451978081101096,-46.71080084847553
9984-91278,0,3,2,1,2,1,0,0,0,0,1,0,0.015658010470350883,10,-23.528299195509497,-46.66596448843964
5652-24039,0,0,0,1,0,1,1,0,2,0,0,1,0.011914201877628547,6,-23.53156564130517,-46.62545047467244
39387-66986,0,3,0,0,0,1,0,1,1,0,0,1,0.011900454722453315,7,-23.484600116774125,-46.69161830592706
10653-23284,1,0,1,1,1,0,0,1,3,0,0,1,0.01725359694768981,9,-23.529992033994432,-46.64214402388736
22493-42016,0,1,1,1,0,0,0,1,0,0,0,1,0.012291790406441648,5,-23.527234118468144,-46.6192801892798
328-98979,0,0,2,0,0,3,1,0,0,0,0,1,0.009563438342663334,7,-23.5493281812545,-46.65532028207598
60013-60003,0,0,1,1,0,1,1,0,0,0,0,1,0.012192810889179959,5,-23.709432061161046,-46.624270240540795
52266-52256,0,1,3,0,1,0,0,1,1,0,0,1,0.014735118119586764,8,-23.485736293114368,-46.48368267861103
53396-53534,0,0,0,1,1,0,1,0,1,0,0,1,0.012146987038595881,5,-23.509258031620107,-46.53934568589575
60847-103212,0,0,0,2,2,1,0,0,0,0,0,1,0.010392850038235832,6,-23.565542499999992,-46.4463677
5571-5572,0,0,1,1,2,0,0,0,0,0,0,1,0.010478082400322311,5,-23.54511091112388,-46.64556047829474
116400-12960,0,1,0,2,0,1,0,0,0,0,0,1,0.010216886451992856,5,-23.63461294797024,-46.6942989061218
118516-105347,0,1,1,0,2,0,0,0,0,0,0,1,0.0104221773026097,5,-23.66426964621428,-46.75320615131942
72832-72831,0,2,0,0,1,1,0,0,0,0,0,1,0.010336944940523249,5,-23.53922989237526,-46.42325205276553
115664-106699,0,0,1,0,1,0,0,1,0,0,1,1,0.01242559605014727,5,-23.687564147707725,-46.77146053854588
58859-58865,0,1,0,1,3,3,0,0,0,0,0,1,0.012966317487039861,9,-23.696796590294582,-46.63502115984319
140536-52649,0,0,0,1,1,0,1,2,0,0,0,1,0.011813389406343475,6,-23.48518995,-46.467735899999994
